Player ID,Player Name,Weight (kg),Height (cm),Position,Salary,Points,Total Rebounds,Assists,Steals,Blocks
413,Collin Sexton,86.18,190.5,G,1808,9,3,0,0,0
11891374,Omer Yurtseven,124.74,210.82,C,1314,0,1,0,0,0
17896023,Josh Christopher,97.52,193.04,G,1873,0,0,0,0,0
38017630,Johnny Juzang,94.8,195.58,G,1291,0,0,0,0,0
19465584,Micah Potter,112.49,205.74,F,2072,0,0,0,0,0
30,Harrison Barnes,102.06,203.2,F,3327,33,4,2,1,0
406,Domantas Sabonis,108.86,208.28,F,3315,22,12,5,1,2
221,Kevin Huerter,89.81,200.66,G,1403,7,5,2,0,0
161,De'Aaron Fox,83.91,190.5,G,1851,18,5,6,1,1
17896030,Chris Duarte,86.18,195.58,G,1810,9,2,1,0,0
17896044,Kessler Edwards,92.08,200.66,F,2270,0,0,0,0,0
38017714,Keon Ellis,79.38,190.5,G,1016,0,0,0,0,0
17895990,Jordan Ford,79.38,185.42,G,2120,0,0,0,0,0
56677845,Colby Jones,93.89,198.12,G,2101,0,1,0,0,0
273,Alex Len,113.4,213.36,C,2114,0,0,0,0,0
306,JaVale McGee,122.47,213.36,C,2440,8,1,1,0,1
17553994,Davion Mitchell,91.63,182.88,G,1842,0,3,4,0,0
324,Malik Monk,90.72,190.5,G,1739,10,2,7,0,2
4197162,Aleksandar Vezenkov,102.06,203.2,F,2484,8,2,0,2,0
290,Trey Lyles,106.14,205.74,F,1996,0,0,0,0,0
56677862,Jalen Slawson,97.52,200.66,F,1741,0,0,0,0,0
666682,Keldon Johnson,99.79,195.58,F,1119,17,9,7,0,0
56677822,Victor Wembanyama,95.25,223.52,F-C,2369,15,5,2,2,1
102,Zach Collins,113.4,210.82,F-C,2192,14,5,3,1,2
3547246,Devin Vassell,90.72,195.58,G-F,3180,23,5,3,2,0
38017699,Jeremy Sochan,104.33,203.2,F,2021,13,7,5,1,0
38017730,Dominick Barlow,97.52,205.74,F,1240,0,0,0,0,0
17895854,Charles Bassey,104.33,208.28,G,1048,2,5,2,1,0
38017692,Malaki Branham,81.65,193.04,F,1556,7,2,2,1,0
38017649,Julian Champagnie,98.43,200.66,F,1536,0,0,0,0,0
180,Devonte' Graham,88.45,185.42,G,1698,0,0,0,0,0
3547274,Tre Jones,83.91,185.42,G,2217,16,5,6,0,0
17896059,Sandro Mamukelashvili,108.86,205.74,F,2241,0,0,0,0,0
305,Doug McDermott,102.06,198.12,F,1123,0,1,1,0,1
359,Cedi Osman,104.33,200.66,F,1840,12,0,2,0,1
38017693,Blake Wesley,83.91,190.5,G,2275,0,0,0,0,0
56677865,Charles Bediako,0,0,C,2427,0,0,0,0,0
56677817,Sidy Cissoko,90.72,198.12,G,1553,0,0,0,0,0
56677870,Sir'Jabari Rice,0,0,G,2162,0,0,0,0,0
247,Derrick Jones Jr.,95.25,198.12,F-G,2056,1,1,0,0,0
666965,Grant Williams,107.05,198.12,F,1041,17,6,0,0,1
257,Maxi Kleber,108.86,208.28,F,1724,6,7,2,0,1
132,Luka Doncic,104.33,200.66,F-G,4033,33,14,10,1,0
228,Kyrie Irving,88.45,187.96,G,3505,22,2,6,1,0
114,Seth Curry,83.91,185.42,G,1653,0,0,0,0,0
151,Dante Exum,97.07,195.58,G,1995,3,1,0,0,0
3547258,Josh Green,90.72,195.58,G,2497,11,2,1,1,0
191,Tim Hardaway Jr.,92.99,195.58,G,1434,17,6,4,1,0
38017679,Jaden Hardy,89.81,190.5,G,1744,0,0,0,0,0
217,Richaun Holmes,106.59,205.74,F-C,2213,0,0,0,0,0
56677840,Dereck Lively II,104.33,215.9,C,2499,16,10,1,1,1
329,Markieff Morris,111.13,205.74,F,1600,0,0,0,0,0
379,Dwight Powell,108.86,208.28,F-C,1545,0,0,0,0,0
56677859,Olivier-Maxence Prosper,104.33,200.66,F,1677,0,0,0,0,0
17896028,Greg Brown III,93.44,200.66,F,1194,0,0,0,0,0
56677873,Dexter Dennis,95.25,195.58,G,1521,0,0,0,0,0
17554004,AJ Lawson,81.19,198.12,G,1169,0,0,0,0,0
108,Robert Covington,94.8,200.66,F,2415,5,4,2,3,1
274,Kawhi Leonard,102.06,200.66,F,4233,23,5,6,1,1
493,Ivica Zubac,108.86,213.36,C,2148,20,12,0,0,4
172,Paul George,99.79,203.2,F,3700,27,3,6,3,0
472,Russell Westbrook,90.72,193.04,G,2314,11,5,13,0,0
33,Nicolas Batum,104.33,203.2,F-G,1263,0,3,1,1,1
56677849,Kobe Brown,113.4,200.66,F,1077,0,0,0,0,0
666511,Amir Coffey,95.25,200.66,G,1607,2,0,1,0,0
38017725,Moussa Diabate,95.25,205.74,F,1888,2,1,0,2,0
17896031,Nah'Shon Hyland,76.66,187.96,G,1733,17,0,3,0,0
3547294,Kenyon Martin Jr.,97.52,198.12,F,1823,0,1,1,1,0
56677856,Jordan Miller,88,195.58,G,1526,2,0,0,0,0
371,Mason Plumlee,115.21,208.28,F-C,1130,6,8,2,0,0
380,Norman Powell,97.52,193.04,F-G,1994,8,3,1,0,0
17896022,Brandon Boston Jr.,85.28,198.12,G,1042,0,0,0,0,0
666743,Terance Mann,97.52,195.58,G,1363,0,0,0,0,0
328,Marcus Morris,98.88,203.2,F,2336,0,0,0,0,0
17896051,Joshua Primo,85.73,193.04,G,1060,0,0,0,0,0
666923,Matisse Thybulle,91.17,195.58,G-F,2394,8,1,1,1,0
182,Jerami Grant,95.25,200.66,F,1067,13,3,1,0,1
22,Deandre Ayton,112.04,213.36,C,1471,4,12,1,3,1
419,Anfernee Simons,87.54,190.5,G,2025,18,2,4,2,0
56677747,Scoot Henderson,91.63,190.5,G,1237,11,3,4,0,0
65,Malcolm Brogdon,103.87,193.04,G,1846,20,2,5,0,0
666476,Moses Brown,117.03,218.44,C,1814,0,0,0,0,0
56677850,Toumani Camara,102.51,200.66,F,2103,7,2,1,0,1
56677791,Kris Murray,95.25,203.2,F,2420,0,1,0,0,0
56677829,Rayan Rupert,83.91,198.12,G-F,1367,0,0,0,0,0
38017690,Shaedon Sharpe,92.99,195.58,G,1340,14,6,3,1,0
38017711,Jabari Walker,102.97,200.66,F,1350,6,1,0,0,0
476,Robert Williams III,112.94,205.74,C-F,2499,10,7,0,3,1
3547289,Skylar Mays,92.99,190.5,G,1539,0,0,0,0,0
47957121,Justin Minaya,92.99,195.58,F,2306,0,0,0,0,0
56783340,Duop Reath,111.13,205.74,C,1768,0,0,0,0,0
17896120,Ish Wainright,113.4,195.58,F,1133,0,0,0,0,0
315,Khris Middleton,100.7,200.66,F,2086,6,3,4,2,0
15,Giannis Antetokounmpo,110.22,210.82,F,3217,23,13,3,2,2
283,Brook Lopez,127.91,215.9,C,2183,13,2,0,0,0
38,Malik Beasley,84.82,193.04,G,1777,5,4,3,2,0
278,Damian Lillard,88.45,187.96,G,3079,39,8,4,0,0
2148,Thanasis Antetokounmpo,99.34,200.66,,2323,0,0,0,0,0
38017676,MarJon Beauchamp,90.26,200.66,F,1554,4,2,0,0,0
105,Pat Connaughton,94.8,195.58,G,1192,7,2,2,0,1
112,Jae Crowder,106.59,198.12,F,1939,9,4,2,2,0
38017733,A.J. Green,86.18,193.04,G,1860,0,0,0,0,0
56677852,Andre Jackson Jr.,94.8,198.12,G,1604,0,0,0,0,0
56677854,Chris Livingston,99.79,198.12,F,1090,0,0,0,0,0
284,Robin Lopez,127.46,213.36,C,2198,0,0,0,0,0
368,Cameron Payne,83.01,190.5,G,1909,2,0,0,1,0
666453,Marques Bolden,112.94,208.28,C,1568,0,0,0,0,0
38017691,TyTy Washington Jr.,88.45,190.5,G,1097,0,0,0,0,0
666960,Lindell Wigginton,85.73,185.42,G,1406,0,0,0,0,0
200,Tobias Harris,102.51,203.2,F,2049,20,7,2,0,0
450,PJ Tucker,111.13,195.58,F,2291,0,7,0,2,0
145,Joel Embiid,127.01,213.36,F-C,4046,24,7,6,0,1
313,De'Anthony Melton,90.72,190.5,G,1206,10,2,4,2,0
3547254,Tyrese Maxey,90.72,187.96,G,4019,31,4,8,2,0
28,Mo Bamba,104.78,213.36,C,1307,0,0,0,0,0
45,Patrick Beverley,81.65,187.96,G,1141,2,2,2,0,0
184,Danny Green,97.52,198.12,G-F,1597,0,2,1,1,0
2175,Danuel House Jr.,99.79,198.12,,1330,0,0,0,0,0
260,Furkan Korkmaz,91.63,200.66,G-F,1983,0,0,0,0,0
360,Kelly Oubre Jr.,92.08,200.66,F,3821,27,4,0,1,0
17895941,Filip Petrusev,102.06,210.82,C,2230,0,0,0,0,0
3547270,Paul Reed,95.25,205.74,F,2131,3,4,2,0,1
17896025,Jaden Springer,91.63,193.04,G,1916,0,0,0,0,2
56913527,Ricky Council IV,93.89,198.12,G,1110,0,0,0,0,0
192,James Harden,99.79,195.58,G,2402,0,0,0,0,0
17554001,Javonte Smart,92.99,193.04,G,2470,0,0,0,0,0
56677788,Terquavion Smith,72.57,193.04,G,1449,0,0,0,0,0
24,Marvin Bagley III,106.59,208.28,F,1335,14,4,1,0,0
56677864,Jordan Walsh,92.99,198.12,G,1852,0,0,0,0,0
3547297,Trent Forrest,95.25,193.04,G,1793,0,0,0,0,0
